,REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
8339,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,23.0,TO,Individual,,,0,0,0,0,0,0,0,1,0,1193254887
8337,COSTA,ATLANTICO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,56.0,TO+TV,Duo,1.0,Problemas wifi,0,0,0,0,0,0,0,0,1,1193223081
8336,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,3,18.0,BA,Individual,,,1,0,0,0,0,0,0,0,0,1193219156
8334,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,40.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1193150917
8332,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,SE,0.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1193149512
8331,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,27.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1193146851
8328,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,34.0,TO+TV+BA,Trio,1.0,No funciona línea telefónica,1,0,0,0,0,0,0,0,0,1193139146
8326,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,4.0,TO+BA,Duo,,,1,0,0,0,0,0,0,0,0,1193092120
8323,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,SE,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1193081894
8322,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,30.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1193068438
8320,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,30.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1193068438
8317,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,24.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1193032939
8315,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,138.0,TV+BA,Duo,,,0,1,0,0,0,0,0,0,1,1193031110
8730,COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1192814093
8729,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,130.0,TV,Individual,,,0,0,0,0,0,0,0,0,1,1192802816
8728,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1192792840
8727,COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1192777713
8725,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,3,6.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1192726499
8724,SUR,VALLE DEL CAUCA,HFC,RETAIL,RETAIL,INDIRECTA,3,2.0,TV,Individual,,,0,0,0,0,0,0,0,0,1,1192713773
8695,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,12.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152714837
8694,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,12.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152714837
8693,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,3.0,TV,Individual,,,0,0,0,0,0,0,0,1,1,1152714740
8692,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,1,10.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152714328
8690,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,174.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152713585
8691,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,174.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152713585
8688,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,6.0,TO+TV,Duo,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,0,1152713482
8686,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,61.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152712048
8683,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,4,9.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1152711722
9095,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,3.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1152710765
9093,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,122.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152710547
9091,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,SE,0.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,1152709782
9089,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,1,38.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152709081
9088,NOROCCIDENTE,ANTIOQUIA,REDCO,OTROS,OTROS,INDIRECTA,2,4.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1152708574
9085,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,3.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152708438
9084,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,DIGITALES,INDIRECTA,4,16.0,TO,Individual,1.0,Navegacion Lenta,1,0,0,0,0,0,0,0,0,1152708222
9083,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,2,2.0,BA,Individual,1.0,Solicitud configuracion tecni,0,0,0,0,0,0,0,0,0,1152708193
9082,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,8.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152707614
9079,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,200.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152707320
9078,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,1,3.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152707064
9077,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,21.0,BA,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,1152706522
9076,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,29.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152705855
9075,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,3.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152705493
9074,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,40.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,1152704966
9073,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,108.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152704480
9071,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,1,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152704414
9070,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,1,1.0,TV,Individual,1.0,No funciona línea telefónica,1,1,0,0,0,0,0,0,0,1152704196
9069,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,122.0,TO+TV+BA,Trio,1.0,Mala calidad en la imagen,0,0,0,0,0,0,1,0,0,1152704123
9067,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,122.0,TO+TV+BA,Trio,1.0,Mala calidad en la imagen,0,0,0,0,0,0,1,0,0,1152704123
9065,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,179.0,TO+BA,Duo,,,1,0,0,0,0,0,0,0,0,1152703410
9064,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,28.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152702844
9062,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,7.0,TO+TV,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152702075
9063,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,SE,7.0,TO+TV,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152702075
9061,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,0.0,TV,Individual,,,0,0,0,0,0,0,0,1,0,1152702055
9060,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,0.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1152699824
9059,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,14.0,TV,Individual,1.0,Problemas paquetes adicionales,0,0,0,0,0,0,0,1,0,1152699284
9058,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,32.0,TV,Individual,1.0,Navegacion Lenta,0,0,0,0,0,0,0,0,0,1152699068
9055,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,9.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152698636
9054,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,16.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152697557
9053,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,196.0,TV,Individual,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,1,0,1152697409
9050,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,3,203.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152696698
9048,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,71.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152696200
9047,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,186.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152694268
9045,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,17.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152693681
9043,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,5,17.0,TO+TV,Duo,,,1,0,0,0,0,0,0,0,0,1152693317
9041,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,160.0,TO+BA,Duo,1.0,No navega,0,0,0,0,1,0,0,0,0,1152692961
9040,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,32.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1152692536
9039,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,6.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1152690539
9037,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,4.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152689895
9035,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,94.0,TO+BA,Duo,,,0,0,0,0,1,0,0,0,0,1152689752
9033,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,179.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152688545
9031,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,37.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152688278
9420,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,5.0,TO+TV+BA,Trio,,,0,1,0,1,1,0,0,0,0,1152687972
9419,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,24.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152687235
9417,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,4.0,TO+BA,Duo,,,0,0,1,0,0,0,0,0,0,1152686852
9414,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,2.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152686534
9412,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,9.0,TO+TV,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152685264
9411,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,183.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152685117
9408,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152684675
9407,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,1,19.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1152684053
9405,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,33.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152469839
9403,NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,2,6.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,1,1152468253
9402,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,56.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152468192
9399,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,1,13.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1152465483
9397,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,56.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152465261
9394,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,11.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,1,0,1152463952
9395,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,11.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,1,1,1152463952
9391,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,2,42.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1152463144
9389,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,36.0,TO+BA,Duo,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,1152461720
9388,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,4,12.0,TO,Individual,1.0,Navegacion Lenta,0,0,0,0,0,0,0,0,0,1152461615
9386,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,192.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152460294
9383,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,9.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1152459887
9382,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,7.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,1152459097
9379,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,4,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152459085
9378,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,1.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152458926
9377,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152457621
9375,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152457260
9374,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,9.0,TO,Individual,,,1,0,0,0,0,0,0,0,0,1152456935
9373,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,2,184.0,BA,Individual,,,0,1,0,0,0,0,0,0,0,1152456272
9372,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,74.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1152456106
9370,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,6.0,TV+BA,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1152456055
9367,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,6.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152455686
9366,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,5.0,TV,Individual,,,0,1,0,0,0,0,0,1,0,1152454578
9365,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,13.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1152453477
9362,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,27.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,1152453204
9361,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,167.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1152452288
9358,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,6.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152452022
9355,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,9.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152451761
6746,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,11.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,1,1152451344
6747,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,11.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,0,1152451344
6743,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,6,103.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1152449787
6741,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,203.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152449742
6738,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,5,138.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1152449312
6737,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,11.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,1,1152448918
6736,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,2.0,TO,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,1152446782
6735,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,7.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1152446773
6734,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,1.0,TO,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1152446566
6733,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,73.0,BA,Individual,,,0,0,1,0,0,0,0,0,0,1152446074
6730,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,202.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152445775
6729,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,110.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152445421
6726,NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,4,13.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152445037
6723,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,3,118.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1152444373
6721,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,13.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152444251
6720,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,0.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,1152443445
6719,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,17.0,BA,Individual,,,0,0,0,0,0,0,0,0,1,1152443103
6716,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,3,128.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152442718
6717,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,3,128.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1152442718
6715,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,DIGITALES,INDIRECTA,1,23.0,BA,Individual,,,0,0,1,0,0,0,0,0,0,1152441487
6714,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,3.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1152440315
6713,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,27.0,BA,Individual,1.0,No navega,1,0,0,0,1,0,0,0,0,1152439816
6711,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,18.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1152439442
6710,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,4.0,TV,Individual,,,1,1,0,0,0,0,0,1,0,1152439194
6709,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,5,203.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152438092
6708,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,32.0,TO,Individual,1.0,Línea con ruido,0,0,0,0,0,0,0,0,1,1152437681
6705,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,0.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1152436738
6702,NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,4,2.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1152436600
6700,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,53.0,TV+BA,Duo,,,1,0,0,0,0,0,0,0,0,1152435748
6698,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,2.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152434229
6697,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,3,25.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,1,0,1152434061
6692,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,9.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1152225133
6691,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,0.0,TO,Individual,1.0,No navega,1,0,0,0,0,0,0,0,1,1152224009
6690,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,67.0,BA,Individual,,,1,1,0,1,0,0,0,0,0,1152223949
6688,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,8.0,TO+TV+BA,Trio,1.0,Mala calidad en la imagen,0,0,0,0,0,0,0,1,0,1152220683
7072,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1152218682
7071,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,2,21.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1152217447
7069,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,2,21.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1152217447
7068,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,23.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,1,0,1152216548
7065,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,1,45.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,1,1152216027
7063,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,63.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,1,1152215914
7062,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,3.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1152215204
7059,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1152215173
